player,team,team_country,position,primary_position,age,club,games,games_starts,minutes,goals,assists,shots,shots_on_target,interceptions,tackles_won,goals_per90_calc,assists_per90_calc,shots_per90_calc,shots_on_target_per90_calc,interceptions_per90_calc,tackles_won_per90_calc,goal_contribution_per90,player_rating_100,player_cluster
Ryan Gravenberch,Netherlands,Netherlands,MF,MF,24,Liverpool,4,4,345.0,0.0,2.0,5.0,0.0,6.0,1.0,0.0,0.5217391304347826,1.3043478260869565,0.0,1.565217391304348,0.2608695652173913,0.5217391304347826,20.5316712273234,3.0
Ricardo Adé,Haiti,Haiti,DF,DF,36,LDU Quito,3,3,270.0,0.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,1.3333333333333335,0.33333333333333337,1.6666666666666665,0.6666666666666667,0.0,20.511936533675662,0.0
Sead Kolašinac,Bosnia–Herz,Bosnia and Herzegovina,DF,DF,32,Atalanta,4,4,337.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.26706231454005935,0.0,0.0,0.5341246290801187,1.6023738872403561,0.26706231454005935,20.5056960843311,3.0
Julio Enciso,Paraguay,Paraguay,FW,FW,22,Strasbourg,5,5,386.0,1.0,2.0,8.0,1.0,1.0,5.0,0.23316062176165803,0.46632124352331605,1.8652849740932642,0.23316062176165803,0.23316062176165803,1.16580310880829,0.6994818652849741,20.494668468874373,3.0
Aubrey Modiba,South Africa,South Africa,DF,DF,30,Sundowns,4,4,346.0,0.0,0.0,5.0,1.0,4.0,5.0,0.0,0.0,1.300578034682081,0.26011560693641617,1.0404624277456647,1.300578034682081,0.0,20.493368154840887,0.0
Tyler Adams,United States,United States,MF,MF,27,Bournemouth,4,4,341.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,2.1114369501466275,1.3196480938416424,0.0,20.431474683674093,0.0
Boualem Khoukhi,Qatar,Qatar,DF,DF,35,Unknown Club,3,3,270.0,1.0,0.0,3.0,1.0,3.0,3.0,0.33333333333333337,0.0,1.0,0.33333333333333337,1.0,1.0,0.33333333333333337,20.309052997458792,2.0
Nathan Patterson,Scotland,Scotland,DF,DF,24,Everton,3,2,185.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.4594594594594597,0.972972972972973,0.0,20.288225288225288,0.0
Joel Ordóñez,Ecuador,Ecuador,DF,DF,22,Club Brugge,3,3,225.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.8,0.0,0.4,2.0,0.0,20.286402486402487,0.0
João Félix,Portugal,Portugal,MF,MF,26,Al-Nassr,3,3,201.0,0.0,0.0,6.0,1.0,3.0,4.0,0.0,0.0,2.6865671641791042,0.44776119402985076,1.3432835820895521,1.791044776119403,0.0,20.27574955868272,0.0
Sidny Lopes Cabral,Cabo Verde,Cape Verde,DF,DF,23,Benfica,3,3,285.0,1.0,0.0,4.0,2.0,4.0,2.0,0.3157894736842105,0.0,1.263157894736842,0.631578947368421,1.263157894736842,0.631578947368421,0.3157894736842105,20.218829733703874,3.0
Juninho Bacuna,Curaçao,Curaçao,MF,MF,28,Volendam,3,3,254.0,0.0,0.0,5.0,1.0,5.0,4.0,0.0,0.0,1.7716535433070866,0.3543307086614173,1.7716535433070866,1.4173228346456692,0.0,20.214632166874548,0.0
Richie Laryea,Canada,Canada,DF,DF,31,Toronto FC,5,5,429.0,0.0,0.0,2.0,1.0,2.0,9.0,0.0,0.0,0.4195804195804196,0.2097902097902098,0.4195804195804196,1.8881118881118881,0.0,20.201491019368795,0.0
Kevin Pina,Cabo Verde,Cape Verde,MF,MF,29,Krasnodar,4,4,349.0,1.0,0.0,5.0,1.0,3.0,7.0,0.25787965616045844,0.0,1.2893982808022924,0.25787965616045844,0.7736389684813754,1.8051575931232093,0.25787965616045844,20.1735067805829,0.0
Piero Hincapié,Ecuador,Ecuador,DF,DF,24,Arsenal,4,4,339.0,0.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,0.7964601769911505,0.0,1.0619469026548671,1.3274336283185841,0.0,20.025166573839137,0.0
Adrien Rabiot,France,France,MF,MF,31,Milan,7,7,585.0,0.0,1.0,9.0,1.0,11.0,7.0,0.0,0.15384615384615385,1.3846153846153846,0.15384615384615385,1.6923076923076923,1.076923076923077,0.15384615384615385,19.880770660034873,0.0
Thomas Partey,Ghana,Ghana,MF,MF,33,Villarreal,3,3,270.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,0.0,0.6666666666666667,0.0,2.0,1.3333333333333335,0.0,19.85884485884486,0.0
Moteb Al-Harbi,Saudi Arabia,Saudi Arabia,DF,DF,26,Al-Hilal,3,2,188.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.9148936170212765,0.4787234042553191,0.0,19.840797500371966,0.0
Ao Tanaka,Japan,Japan,MF,MF,27,Leeds United,3,2,193.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.9326424870466321,0.0,0.46632124352331605,2.7979274611398965,0.0,19.722634878075294,0.0
Mbekezeli Mbokazi,South Africa,South Africa,DF,DF,20,Chicago Fire,4,4,360.0,0.0,0.0,4.0,1.0,4.0,5.0,0.0,0.0,1.0,0.25,1.0,1.25,0.0,19.696403837708182,0.0
Kristoffer Ajer,Norway,Norway,DF,DF,28,Brentford,5,5,480.0,0.0,0.0,2.0,1.0,4.0,8.0,0.0,0.0,0.375,0.1875,0.75,1.5,0.0,19.55114903212729,0.0
Denzel Dumfries,Netherlands,Netherlands,"DF,MF",DF,30,Inter,4,4,390.0,0.0,2.0,5.0,2.0,1.0,6.0,0.0,0.46153846153846156,1.1538461538461537,0.46153846153846156,0.23076923076923078,1.3846153846153846,0.46153846153846156,19.521548128571535,3.0
Hannes Delcroix,Haiti,Haiti,DF,DF,27,Lugano,3,3,270.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.3333333333333335,1.0,0.0,19.478891478891477,0.0
Aymeric Laporte,Spain,Spain,DF,DF,32,Athletic Club,8,8,727.0,0.0,1.0,5.0,2.0,14.0,3.0,0.0,0.12379642365887208,0.6189821182943603,0.24759284731774417,1.7331499312242091,0.37138927097661617,0.12379642365887208,19.418548678162335,0.0
João Neves,Portugal,Portugal,MF,MF,21,PSG,5,4,390.0,1.0,0.0,3.0,1.0,4.0,7.0,0.23076923076923078,0.0,0.6923076923076923,0.23076923076923078,0.9230769230769231,1.6153846153846152,0.23076923076923078,19.4105110794074,0.0
Montassar Talbi,Tunisia,Tunisia,DF,DF,28,Lorient,3,3,270.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.33333333333333337,0.0,1.6666666666666665,0.6666666666666667,0.0,19.39277389277389,0.0
Manuel Akanji,Switzerland,Switzerland,DF,DF,30,Inter,6,6,600.0,0.0,0.0,1.0,1.0,6.0,9.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.9,1.3499999999999999,0.0,19.386490321272927,0.0
Arda Güler,Türkiye,Turkey,MF,MF,21,Real Madrid,3,3,270.0,1.0,0.0,12.0,4.0,2.0,3.0,0.33333333333333337,0.0,4.0,1.3333333333333335,0.6666666666666667,1.0,0.33333333333333337,19.381165801455662,1.0
Konrad Laimer,Austria,Austria,"MF,DF",DF,29,Bayern Munich,4,4,360.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,0.25,0.25,0.0,0.5,1.5,0.25,19.195609945609945,2.0
Miguel Almirón,Paraguay,Paraguay,"MF,FW",MF,32,Atlanta Utd,4,4,282.0,0.0,0.0,4.0,0.0,3.0,7.0,0.0,0.0,1.2765957446808511,0.0,0.9574468085106382,2.2340425531914896,0.0,19.190472647919457,0.0
Lisandro Martínez,Argentina,Argentina,DF,DF,28,Manchester Utd,7,7,624.0,1.0,1.0,4.0,2.0,6.0,7.0,0.14423076923076922,0.14423076923076922,0.5769230769230769,0.28846153846153844,0.8653846153846154,1.0096153846153846,0.28846153846153844,19.083606842804166,2.0
Hans Vanaken,Belgium,Belgium,MF,MF,33,Club Brugge,6,3,319.0,1.0,2.0,5.0,1.0,1.0,1.0,0.28213166144200624,0.5642633228840125,1.4106583072100312,0.28213166144200624,0.28213166144200624,0.28213166144200624,0.8463949843260188,19.011096803791364,3.0
Amine Gouiri,Algeria,Algeria,FW,FW,26,Marseille,4,3,251.0,1.0,0.0,3.0,2.0,0.0,1.0,0.35856573705179284,0.0,1.0756972111553784,0.7171314741035857,0.0,0.35856573705179284,0.35856573705179284,18.998210058317454,2.0
Leandro Trossard,Belgium,Belgium,"MF,FW",MF,31,Arsenal,6,6,506.0,2.0,2.0,17.0,3.0,4.0,1.0,0.3557312252964427,0.3557312252964427,3.0237154150197627,0.533596837944664,0.7114624505928854,0.17786561264822134,0.7114624505928854,18.9410884126471,1.0
Keito Nakamura,Japan,Japan,MF,MF,25,Reims,4,4,307.0,1.0,1.0,5.0,2.0,1.0,3.0,0.2931596091205212,0.2931596091205212,1.4657980456026058,0.5863192182410424,0.2931596091205212,0.8794788273615635,0.5863192182410424,18.82417422071862,3.0
Danley Jean-Jacques,Haiti,Haiti,MF,MF,26,Philadelphia,3,3,259.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0424710424710424,2.0849420849420848,0.0,18.785943785943786,0.0
Juan Manuel Sanabria,Uruguay,Uruguay,DF,DF,26,Atlético San Luis,3,2,204.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,1.3235294117647058,0.0,0.4411764705882353,1.7647058823529411,0.0,18.626593994241052,3.0
Patrick Berg,Norway,Norway,MF,MF,28,Bodø/Glimt,6,4,445.0,0.0,2.0,3.0,0.0,2.0,7.0,0.0,0.40449438202247195,0.6067415730337079,0.0,0.40449438202247195,1.4157303370786518,0.40449438202247195,18.521725465545693,3.0
Liberato Cacace,New Zealand,New Zealand,DF,DF,25,Wrexham,3,3,220.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.40909090909090906,0.40909090909090906,1.2272727272727273,0.8181818181818181,0.0,18.43407086984162,2.0
Sherzod Nasrullaev,Uzbekistan,Uzbekistan,"DF,MF",DF,27,Unknown Club,3,3,180.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,18.41184419445289,2.0
Gabriel Gudmundsson,Sweden,Sweden,"MF,DF",DF,27,Leeds United,4,4,330.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.3636363636363638,0.8181818181818181,0.0,18.183831320194955,0.0
Connor Metcalfe,Australia,Australia,MF,MF,26,St Pauli,4,3,315.0,1.0,0.0,5.0,2.0,2.0,5.0,0.2857142857142857,0.0,1.4285714285714284,0.5714285714285714,0.5714285714285714,1.4285714285714284,0.2857142857142857,18.161506770202422,2.0
Benjamin Tahirovic,Bosnia–Herz,Bosnia and Herzegovina,MF,MF,23,Brøndby,4,2,237.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.37974683544303794,0.0,1.5189873417721518,1.5189873417721518,0.0,18.155262459059923,0.0
Jamal Musiala,Germany,Germany,MF,MF,23,Bayern Munich,4,3,270.0,1.0,0.0,6.0,1.0,1.0,5.0,0.33333333333333337,0.0,2.0,0.33333333333333337,0.33333333333333337,1.6666666666666665,0.33333333333333337,18.107982463054928,2.0
Petar Sučić,Croatia,Croatia,"MF,FW",MF,22,Inter,4,3,289.0,1.0,1.0,3.0,2.0,1.0,2.0,0.31141868512110726,0.31141868512110726,0.9342560553633218,0.6228373702422145,0.31141868512110726,0.6228373702422145,0.6228373702422145,18.106808441545915,3.0
Roberto Alvarado,Mexico,Mexico,"FW,MF",MF,27,Guadalajara,5,5,428.0,0.0,3.0,5.0,0.0,2.0,3.0,0.0,0.6308411214953271,1.0514018691588785,0.0,0.4205607476635514,0.6308411214953271,0.6308411214953271,18.078393569047776,3.0
Anass Salah-Eddine,Morocco,Morocco,DF,DF,24,PSV,4,2,212.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.4245283018867924,0.0,0.0,2.1226415094339623,0.0,18.033381712626994,2.0
Emam Ashour,Egypt,Egypt,MF,MF,28,Unknown Club,5,5,362.0,2.0,0.0,10.0,2.0,4.0,2.0,0.49723756906077343,0.0,2.4861878453038675,0.49723756906077343,0.9944751381215469,0.49723756906077343,0.49723756906077343,17.867874778756352,1.0
Lamine Yamal,Spain,Spain,"MF,FW",MF,18,Barcelona,8,7,614.0,1.0,0.0,27.0,12.0,2.0,9.0,0.1465798045602606,0.0,3.957654723127036,1.758957654723127,0.2931596091205212,1.3192182410423452,0.1465798045602606,17.79679014277513,1.0
Declan Rice,England,England,MF,MF,27,Arsenal,7,7,557.0,1.0,2.0,6.0,3.0,5.0,3.0,0.16157989228007183,0.32315978456014366,0.9694793536804309,0.48473967684021546,0.8078994614003591,0.48473967684021546,0.48473967684021546,17.736763405719774,3.0
Daizen Maeda,Japan,Japan,MF,MF,28,Celtic,3,3,244.0,1.0,0.0,2.0,1.0,2.0,3.0,0.36885245901639346,0.0,0.7377049180327869,0.36885245901639346,0.7377049180327869,1.1065573770491803,0.36885245901639346,17.731118964190955,2.0
Eldor Shomurodov,Uzbekistan,Uzbekistan,FW,FW,30,Başakşehir,3,3,269.0,1.0,0.0,4.0,2.0,0.0,4.0,0.33457249070631967,0.0,1.3382899628252787,0.6691449814126393,0.0,1.3382899628252787,0.33457249070631967,17.72695436668283,2.0
Fabián Ruiz Peña,Spain,Spain,MF,MF,30,PSG,8,4,321.0,1.0,0.0,8.0,2.0,4.0,3.0,0.2803738317757009,0.0,2.2429906542056073,0.5607476635514018,1.1214953271028036,0.8411214953271028,0.2803738317757009,17.718560278495264,2.0
Ricardo Rodríguez,Switzerland,Switzerland,DF,DF,33,Real Betis,6,6,517.0,0.0,1.0,1.0,0.0,4.0,7.0,0.0,0.17408123791102514,0.17408123791102514,0.0,0.6963249516441006,1.2185686653771761,0.17408123791102514,17.713273187161,3.0
Weston McKennie,United States,United States,MF,MF,27,Juventus,5,5,443.0,0.0,0.0,5.0,1.0,7.0,7.0,0.0,0.0,1.0158013544018059,0.20316027088036115,1.4221218961625284,1.4221218961625284,0.0,17.679614035978744,0.0
Maxim De Cuyper,Belgium,Belgium,DF,DF,25,Brighton,6,5,442.0,0.0,0.0,10.0,6.0,6.0,2.0,0.0,0.0,2.0361990950226243,1.2217194570135748,1.2217194570135748,0.40723981900452494,0.0,17.625466211930902,2.0
Alessandro Circati,Australia,Australia,DF,DF,22,Parma,4,4,390.0,0.0,0.0,3.0,0.0,2.0,7.0,0.0,0.0,0.6923076923076923,0.0,0.46153846153846156,1.6153846153846152,0.0,17.525730679576828,2.0
Finn Surman,New Zealand,New Zealand,DF,DF,22,Portland Timbers,3,3,270.0,1.0,0.0,2.0,1.0,4.0,1.0,0.33333333333333337,0.0,0.6666666666666667,0.33333333333333337,1.3333333333333335,0.33333333333333337,0.33333333333333337,17.391026579432378,2.0
Neil El Aynaoui,Morocco,Morocco,MF,MF,24,Roma,6,6,562.0,0.0,0.0,7.0,2.0,8.0,9.0,0.0,0.0,1.1209964412811388,0.32028469750889677,1.281138790035587,1.4412811387900357,0.0,17.359601561984356,0.0
Tim Payne,New Zealand,New Zealand,DF,DF,32,Wellington,3,3,224.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.40178571428571425,0.40178571428571425,0.0,0.40178571428571425,1.2053571428571428,0.40178571428571425,17.300043706293707,3.0
Rodri,Spain,Spain,MF,MF,29,Manchester City,8,8,724.0,0.0,0.0,7.0,0.0,3.0,20.0,0.0,0.0,0.8701657458563535,0.0,0.3729281767955801,2.4861878453038675,0.0,17.281371942974154,0.0
Álex Baena,Spain,Spain,"MF,FW",MF,24,Atlético Madrid,7,7,481.0,1.0,1.0,12.0,5.0,2.0,5.0,0.18711018711018712,0.18711018711018712,2.2453222453222454,0.9355509355509356,0.37422037422037424,0.9355509355509356,0.37422037422037424,17.271094327950514,3.0
Marcel Sabitzer,Austria,Austria,MF,MF,32,Dortmund,4,4,360.0,1.0,0.0,5.0,2.0,6.0,2.0,0.25,0.0,1.25,0.5,1.5,0.5,0.25,17.223874756483454,3.0
Nikola Vlašić,Croatia,Croatia,MF,MF,28,Torino,3,2,189.0,1.0,0.0,3.0,1.0,1.0,2.0,0.47619047619047616,0.0,1.4285714285714284,0.47619047619047616,0.47619047619047616,0.9523809523809523,0.47619047619047616,17.199437706684083,2.0
Luc De Fougerolles,Canada,Canada,DF,DF,20,Fulham,5,4,372.0,0.0,0.0,3.0,1.0,2.0,6.0,0.0,0.0,0.7258064516129032,0.24193548387096775,0.4838709677419355,1.4516129032258065,0.0,17.13062767059962,2.0
Mohamed Kanno,Saudi Arabia,Saudi Arabia,MF,MF,31,Al-Hilal,3,2,225.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,0.0,1.2000000000000002,0.8,0.8,1.6,0.0,17.10246275463667,0.0
Ramy Rabia,Egypt,Egypt,DF,DF,33,Unknown Club,5,3,372.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,0.24193548387096775,0.24193548387096775,0.7258064516129032,1.2096774193548387,0.0,17.068122970998147,2.0
Ezri Konsa,England,England,DF,DF,28,Aston Villa,8,7,647.0,1.0,0.0,3.0,2.0,8.0,5.0,0.1391035548686244,0.0,0.41731066460587324,0.2782071097372488,1.1128284389489953,0.6955177743431221,0.1391035548686244,17.035034271107115,2.0
Josip Stanišić,Croatia,Croatia,"DF,MF",DF,26,Bayern Munich,4,4,360.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.25,0.0,0.0,1.25,0.5,0.25,16.877913752913752,2.0
Mathías Olivera,Uruguay,Uruguay,DF,DF,28,Napoli,3,3,270.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.33333333333333337,0.0,0.6666666666666667,1.3333333333333335,0.0,16.81921781921782,2.0
Tijjani Reijnders,Netherlands,Netherlands,MF,MF,27,Manchester City,3,3,199.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.45226130653266333,1.8090452261306533,0.9045226130653267,0.9045226130653267,0.0,0.45226130653266333,16.801199674260634,3.0
Jan Paul van Hecke,Netherlands,Netherlands,DF,DF,26,Brighton,4,4,390.0,1.0,0.0,3.0,2.0,4.0,3.0,0.23076923076923078,0.0,0.6923076923076923,0.46153846153846156,0.9230769230769231,0.6923076923076923,0.23076923076923078,16.735850919797407,2.0
Shoja' Khalilzadeh,IR Iran,Iran,DF,DF,37,Tractor,3,3,270.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.6666666666666667,0.0,1.0,1.0,0.0,16.73310023310023,2.0
Andrés Andrade Cedeño,Panama,Panama,DF,DF,27,LASK,3,3,270.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.73310023310023,2.0
Rúben Dias,Portugal,Portugal,DF,DF,29,Manchester City,4,4,360.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.25,0.75,0.0,16.66851204351204,2.0
Youri Tielemans,Belgium,Belgium,MF,MF,29,Aston Villa,5,5,474.0,2.0,0.0,11.0,3.0,2.0,6.0,0.37974683544303794,0.0,2.088607594936709,0.569620253164557,0.37974683544303794,1.139240506329114,0.37974683544303794,16.65795160016404,3.0
Yasser Ibrahim,Egypt,Egypt,DF,DF,33,Unknown Club,5,4,467.0,1.0,0.0,1.0,1.0,3.0,6.0,0.19271948608137046,0.0,0.19271948608137046,0.19271948608137046,0.5781584582441114,1.1563169164882228,0.19271948608137046,16.653726901841605,2.0
Jordy Bos,Australia,Australia,"MF,DF",DF,23,Feyenoord,4,4,308.0,0.0,0.0,5.0,2.0,3.0,3.0,0.0,0.0,1.461038961038961,0.5844155844155845,0.8766233766233766,0.8766233766233766,0.0,16.63079509423383,2.0
David Alaba,Austria,Austria,DF,DF,33,Real Madrid,4,4,275.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.32727272727272727,0.6545454545454545,0.0,1.309090909090909,0.32727272727272727,0.32727272727272727,16.6184361093452,2.0
Odilon Kossounou,Côte d'Ivoire,Côte d'Ivoire,DF,DF,25,Atalanta,4,3,272.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.9926470588235294,0.9926470588235294,0.0,16.61006273138626,2.0
Danilo,Brazil,Brazil,DF,DF,34,Flamengo,5,4,405.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,0.2222222222222222,0.0,1.5555555555555554,0.4444444444444444,0.0,16.58957092290425,2.0
Agustín Canobbio,Uruguay,Uruguay,FW,FW,27,Fluminense,3,2,224.0,1.0,0.0,4.0,1.0,2.0,3.0,0.40178571428571425,0.0,1.607142857142857,0.40178571428571425,0.8035714285714285,1.2053571428571428,0.40178571428571425,16.566705486542443,3.0
Federico Viñas,Uruguay,Uruguay,FW,FW,27,Oviedo,3,2,192.0,0.0,0.0,6.0,3.0,1.0,2.0,0.0,0.0,2.8125,1.40625,0.46875,0.9375,0.0,16.525135869565215,1.0
Daichi Kamada,Japan,Japan,MF,MF,29,Crystal Palace,4,4,329.0,2.0,0.0,3.0,2.0,1.0,3.0,0.547112462006079,0.0,0.8206686930091185,0.547112462006079,0.2735562310030395,0.8206686930091185,0.547112462006079,16.491453350842804,2.0
Enzo Fernández,Argentina,Argentina,MF,MF,25,Chelsea,7,7,659.0,2.0,0.0,12.0,4.0,6.0,7.0,0.27314112291350534,0.0,1.6388467374810318,0.5462822458270107,0.8194233687405159,0.9559939301972686,0.27314112291350534,16.48312387838679,2.0
Ryan Mendes,Cabo Verde,Cape Verde,"FW,MF",MF,36,Unknown Club,4,4,330.0,0.0,1.0,6.0,0.0,5.0,2.0,0.0,0.2727272727272727,1.6363636363636362,0.0,1.3636363636363638,0.5454545454545454,0.2727272727272727,16.424348378893836,2.0
Jamiro Monteiro,Cabo Verde,Cape Verde,MF,MF,32,Zwolle,4,3,281.0,0.0,0.0,5.0,1.0,4.0,4.0,0.0,0.0,1.6014234875444842,0.32028469750889677,1.281138790035587,1.281138790035587,0.0,16.387797565269324,0.0
Mohamed Salah,Egypt,Egypt,"FW,MF",MF,33,Liverpool,5,5,425.0,1.0,2.0,9.0,4.0,2.0,0.0,0.2117647058823529,0.4235294117647058,1.9058823529411764,0.8470588235294116,0.4235294117647058,0.0,0.6352941176470588,16.363419359838794,3.0
Tani Oluwaseyi,Canada,Canada,FW,FW,26,Villarreal,5,3,259.0,0.0,0.0,8.0,4.0,0.0,3.0,0.0,0.0,2.77992277992278,1.38996138996139,0.0,1.0424710424710424,0.0,16.333725029377202,1.0
Nilson Angulo,Ecuador,Ecuador,MF,MF,22,Sunderland,4,2,218.0,1.0,0.0,2.0,2.0,2.0,1.0,0.41284403669724773,0.0,0.8256880733944955,0.8256880733944955,0.8256880733944955,0.41284403669724773,0.41284403669724773,16.22137269724027,2.0
Torbjørn Heggem,Norway,Norway,DF,DF,27,Bologna,5,5,443.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,0.20316027088036115,0.20316027088036115,0.4063205417607223,1.4221218961625284,0.0,16.111080988890393,2.0
Nicolás González,Argentina,Argentina,MF,MF,28,Atlético Madrid,7,1,259.0,0.0,1.0,7.0,1.0,1.0,3.0,0.0,0.3474903474903475,2.4324324324324325,0.3474903474903475,0.3474903474903475,1.0424710424710424,0.3474903474903475,16.023864502125374,3.0
Jesús Gallardo,Mexico,Mexico,DF,DF,31,Toluca,5,4,373.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,0.9651474530831099,0.0,1.6890080428954422,0.24128686327077747,0.0,15.96289769212021,2.0
Noussair Mazraoui,Morocco,Morocco,DF,DF,28,Manchester Utd,6,5,477.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.37735849056603776,1.509433962264151,0.0,15.93218102652065,2.0
Hamdy Fathy,Egypt,Egypt,"DF,MF",DF,31,Unknown Club,4,3,238.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.7563025210084033,1.134453781512605,0.0,15.867955573837921,2.0
Moisés Caicedo,Ecuador,Ecuador,MF,MF,24,Chelsea,4,4,360.0,0.0,0.0,4.0,1.0,4.0,6.0,0.0,0.0,1.0,0.25,1.0,1.5,0.0,15.825774467078812,3.0
Nicolás Tagliafico,Argentina,Argentina,DF,DF,33,Lyon,7,5,476.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1.134453781512605,0.7563025210084033,0.0,15.770259152612093,2.0
Nahuel Molina,Argentina,Argentina,DF,DF,28,Atlético Madrid,7,5,528.0,0.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,0.17045454545454547,0.0,1.3636363636363638,0.5113636363636364,0.0,15.577187963551598,2.0
Maxence Lacroix,France,France,DF,DF,26,Crystal Palace,3,2,241.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.120331950207469,0.7468879668049793,0.0,15.573948872704058,2.0
Thalente Mbatha,South Africa,South Africa,MF,MF,26,Orlando Pirates,4,2,260.0,0.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,1.3846153846153846,0.34615384615384615,1.7307692307692308,0.6923076923076923,0.0,15.546957223378627,0.0
Hakan Çalhanoğlu,Türkiye,Turkey,MF,MF,32,Inter,2,2,180.0,0.0,0.0,11.0,2.0,1.0,3.0,0.0,0.0,5.5,1.0,0.5,1.5,0.0,15.40197121718861,1.0
Nicolas Seiwald,Austria,Austria,MF,MF,25,RB Leipzig,4,4,315.0,0.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,0.8571428571428572,0.0,1.1428571428571428,1.4285714285714284,0.0,15.393495393495392,0.0
Micky van de Ven,Netherlands,Netherlands,"DF,MF",DF,25,Tottenham,3,3,265.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0188679245283019,0.33962264150943394,0.6792452830188679,1.0188679245283019,0.0,15.391499394780773,2.0
Stephen Eustáquio,Canada,Canada,MF,MF,29,Porto,5,4,392.0,1.0,0.0,4.0,1.0,3.0,5.0,0.22959183673469385,0.0,0.9183673469387754,0.22959183673469385,0.6887755102040816,1.1479591836734695,0.22959183673469385,15.174097382948315,3.0
Junya Itō,Japan,Japan,MF,MF,33,Genk,4,2,216.0,1.0,0.0,3.0,1.0,1.0,2.0,0.41666666666666663,0.0,1.25,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.41666666666666663,15.049507993348573,3.0
Antonio Nusa,Norway,Norway,FW,FW,21,RB Leipzig,6,4,318.0,1.0,0.0,6.0,2.0,2.0,2.0,0.2830188679245283,0.0,1.6981132075471697,0.5660377358490566,0.5660377358490566,0.5660377358490566,0.2830188679245283,14.995442530307173,2.0
Rodrigo De Paul,Argentina,Argentina,MF,MF,32,Inter Miami,7,6,491.0,0.0,1.0,2.0,1.0,6.0,4.0,0.0,0.18329938900203666,0.3665987780040733,0.18329938900203666,1.0997963340122199,0.7331975560081466,0.18329938900203666,14.957356466255783,2.0
Yan Valery,Tunisia,Tunisia,DF,DF,27,Young Boys,3,3,251.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.4342629482071714,0.35856573705179284,0.0,14.860836374780595,2.0
Samuel Moutoussamy,Congo DR,Congo DR,MF,MF,29,Atromitos,4,4,330.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,0.8181818181818181,0.0,0.2727272727272727,2.1818181818181817,0.0,14.844776435685525,0.0
