player,team,team_country,position,primary_position,age,club,games,games_starts,minutes,goals,assists,shots,shots_on_target,interceptions,tackles_won,goals_per90_calc,assists_per90_calc,shots_per90_calc,shots_on_target_per90_calc,interceptions_per90_calc,tackles_won_per90_calc,goal_contribution_per90,player_rating_100,player_cluster
Mohanad Lasheen,Egypt,Egypt,MF,MF,30,Unknown Club,4,4,359.0,0.0,0.0,2.0,0.0,8.0,11.0,0.0,0.0,0.5013927576601671,0.0,2.0055710306406684,2.7576601671309193,0.0,28.534974774529093,0.0
Juan Cáceres,Paraguay,Paraguay,DF,DF,26,Dynamo Moskva,5,5,436.0,0.0,0.0,2.0,1.0,5.0,11.0,0.0,0.0,0.41284403669724773,0.20642201834862386,1.0321100917431194,2.2706422018348627,0.0,28.485691113832317,0.0
Edson Álvarez,Mexico,Mexico,"MF,DF",DF,28,West Ham,4,2,240.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,0.75,0.0,1.125,2.25,0.0,28.382430069930066,0.0
Nikola Vasilj,Bosnia–Herz,Bosnia and Herzegovina,GK,GK,30,St Pauli,4,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.316831683168314,
Ibrahim Sangaré,Côte d'Ivoire,Côte d'Ivoire,MF,MF,28,Nottingham,4,3,268.0,0.0,1.0,1.0,0.0,6.0,5.0,0.0,0.33582089552238803,0.33582089552238803,0.0,2.014925373134328,1.6791044776119401,0.33582089552238803,28.313589395678946,0.0
Bruno Guimarães,Brazil,Brazil,MF,MF,28,Newcastle,5,5,416.0,0.0,4.0,8.0,2.0,2.0,6.0,0.0,0.8653846153846154,1.7307692307692308,0.4326923076923077,0.4326923076923077,1.2980769230769231,0.8653846153846154,28.029715894473423,3.0
Martin Expérience,Haiti,Haiti,"DF,MF",DF,27,Nancy,3,3,270.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,0.0,0.33333333333333337,0.0,1.3333333333333335,2.0,0.0,27.97461797461797,0.0
Sherel Floranus,Curaçao,Curaçao,DF,DF,27,Zwolle,3,3,270.0,0.0,0.0,2.0,0.0,4.0,6.0,0.0,0.0,0.6666666666666667,0.0,1.3333333333333335,2.0,0.0,27.97461797461797,0.0
Gonzalo Montiel,Argentina,Argentina,DF,DF,29,River Plate,6,2,192.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.46875,0.46875,0.0,1.40625,1.40625,0.46875,27.9059222027972,3.0
Cristian Romero,Argentina,Argentina,DF,DF,28,Tottenham,7,7,608.0,1.0,0.0,3.0,1.0,11.0,10.0,0.14802631578947367,0.0,0.444078947368421,0.14802631578947367,1.6282894736842106,1.4802631578947367,0.14802631578947367,27.576745217978054,0.0
Aymen Dahmen,Tunisia,Tunisia,GK,GK,29,Unknown Club,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.52475247524752,
Paul Okon-Engstler,Australia,Australia,MF,MF,21,Sydney FC,4,2,197.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.45685279187817257,0.0,0.0,2.284263959390863,0.9137055837563451,0.45685279187817257,27.51286784281708,0.0
Julian Ryerson,Norway,Norway,DF,DF,28,Dortmund,4,4,223.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.2286995515695067,0.0,27.430148327009313,3.0
Douglas Santos,Brazil,Brazil,DF,DF,32,Zenit,5,5,441.0,0.0,0.0,2.0,0.0,6.0,10.0,0.0,0.0,0.40816326530612246,0.0,1.2244897959183674,2.0408163265306123,0.0,27.42479742479742,0.0
Anthony Gordon,England,England,MF,MF,25,Barcelona,6,5,396.0,1.0,3.0,6.0,4.0,3.0,3.0,0.2272727272727273,0.6818181818181819,1.3636363636363638,0.9090909090909092,0.6818181818181819,0.6818181818181819,0.9090909090909092,27.278939951864857,3.0
Ramy Bensebaini,Algeria,Algeria,DF,DF,31,Dortmund,4,4,360.0,0.0,0.0,2.0,0.0,7.0,6.0,0.0,0.0,0.5,0.0,1.75,1.5,0.0,27.15899378399378,0.0
Gideon Mensah,Ghana,Ghana,DF,DF,27,Auxerre,4,4,360.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,2.0,1.25,0.0,27.09440559440559,0.0
Ruben Vargas,Switzerland,Switzerland,MF,MF,27,Sevilla,6,3,284.0,2.0,1.0,6.0,4.0,2.0,2.0,0.6338028169014085,0.31690140845070425,1.9014084507042253,1.267605633802817,0.6338028169014085,0.6338028169014085,0.9507042253521127,27.089533756710736,3.0
Andrés Cubas,Paraguay,Paraguay,MF,MF,30,Vancouver,5,5,480.0,0.0,0.0,1.0,0.0,11.0,13.0,0.0,0.0,0.1875,0.0,2.0625,2.4375,0.0,26.927083333333336,0.0
Florian Wirtz,Germany,Germany,MF,MF,23,Liverpool,4,4,361.0,0.0,3.0,10.0,1.0,2.0,6.0,0.0,0.7479224376731303,2.493074792243767,0.24930747922437674,0.4986149584487535,1.4958448753462605,0.7479224376731303,26.809384761932037,3.0
Saeid Ezatolahi,IR Iran,Iran,MF,MF,29,Unknown Club,3,3,264.0,0.0,0.0,6.0,2.0,7.0,5.0,0.0,0.0,2.0454545454545454,0.6818181818181819,2.3863636363636362,1.7045454545454546,0.0,26.67399711619079,0.0
Ahmed Fatouh,Egypt,Egypt,DF,DF,28,Unknown Club,3,3,267.0,0.0,0.0,1.0,1.0,4.0,5.0,0.0,0.0,0.33707865168539325,0.33707865168539325,1.348314606741573,1.6853932584269664,0.0,26.556948994662722,0.0
Diego Gómez,Paraguay,Paraguay,MF,MF,23,Brighton,4,4,304.0,0.0,0.0,6.0,0.0,9.0,6.0,0.0,0.0,1.776315789473684,0.0,2.664473684210526,1.776315789473684,0.0,26.456684762605814,0.0
Rustam Ashurmatov,Uzbekistan,Uzbekistan,DF,DF,29,Esteghlal,3,3,256.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.4609375,0.703125,0.0,26.245219624125877,0.0
Omar Rekik,Tunisia,Tunisia,DF,DF,24,Unknown Club,2,2,180.0,1.0,0.0,1.0,1.0,3.0,2.0,0.5,0.0,0.5,0.5,1.5,1.0,0.5,26.215716248324945,0.0
Riyad Mahrez,Algeria,Algeria,MF,MF,35,Al-Ahli,4,3,262.0,2.0,1.0,6.0,3.0,1.0,2.0,0.6870229007633587,0.34351145038167935,2.0610687022900764,1.0305343511450382,0.34351145038167935,0.6870229007633587,1.030534351145038,26.18972602792716,1.0
Sebastian Berhalter,United States,United States,MF,MF,25,Vancouver,5,1,187.0,1.0,1.0,3.0,1.0,3.0,0.0,0.48128342245989303,0.48128342245989303,1.4438502673796794,0.48128342245989303,1.4438502673796794,0.0,0.9625668449197861,26.18971627458026,3.0
Nikola Katić,Bosnia–Herz,Bosnia and Herzegovina,DF,DF,29,Schalke 04,4,4,317.0,0.0,0.0,2.0,0.0,5.0,6.0,0.0,0.0,0.5678233438485805,0.0,1.419558359621451,1.7034700315457414,0.0,26.165648231894284,0.0
Achraf Hakimi,Morocco,Morocco,DF,DF,27,PSG,6,6,570.0,1.0,2.0,14.0,4.0,5.0,10.0,0.15789473684210525,0.3157894736842105,2.210526315789474,0.631578947368421,0.7894736842105263,1.5789473684210527,0.47368421052631576,26.149124585051357,3.0
Abbosbek Fayzullayev,Uzbekistan,Uzbekistan,MF,MF,22,Başakşehir,3,3,220.0,1.0,0.0,3.0,2.0,1.0,6.0,0.40909090909090906,0.0,1.2272727272727273,0.8181818181818181,0.40909090909090906,2.4545454545454546,0.40909090909090906,26.079468291918882,3.0
Ousmane Dembélé,France,France,MF,MF,29,PSG,8,7,592.0,6.0,2.0,20.0,10.0,0.0,2.0,0.9121621621621622,0.30405405405405406,3.040540540540541,1.5202702702702704,0.0,0.30405405405405406,1.2162162162162162,26.071025038416344,1.0
Júnior Alonso,Paraguay,Paraguay,DF,DF,33,Atlético Mineiro,5,4,390.0,0.0,0.0,3.0,1.0,4.0,9.0,0.0,0.0,0.6923076923076923,0.23076923076923078,0.9230769230769231,2.076923076923077,0.0,26.02350492317048,0.0
Timothy Castagne,Belgium,Belgium,DF,DF,30,Fulham,6,5,478.0,0.0,1.0,3.0,1.0,8.0,7.0,0.0,0.18828451882845187,0.5648535564853556,0.18828451882845187,1.506276150627615,1.3179916317991631,0.18828451882845187,25.994541205565397,0.0
Hwang In-beom,Korea Republic,Korea Republic,MF,MF,29,Feyenoord,3,3,263.0,1.0,1.0,4.0,2.0,4.0,2.0,0.34220532319391633,0.34220532319391633,1.3688212927756653,0.6844106463878327,1.3688212927756653,0.6844106463878327,0.6844106463878327,25.93727757887123,3.0
Tarik Muharemovic,Bosnia–Herz,Bosnia and Herzegovina,DF,DF,23,Sassuolo,3,3,259.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.3474903474903475,0.0,2.77992277992278,0.3474903474903475,0.0,25.851445851445852,0.0
Christ Inao Oulaï,Côte d'Ivoire,Côte d'Ivoire,MF,MF,20,Trabzonspor,4,2,208.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,0.0,0.8653846153846154,0.0,2.5961538461538463,1.7307692307692308,0.0,25.778308230231307,0.0
Bradley Barcola,France,France,MF,MF,23,PSG,8,4,384.0,3.0,1.0,10.0,5.0,1.0,4.0,0.703125,0.234375,2.34375,1.171875,0.234375,0.9375,0.9375,25.742266678068315,1.0
Wilson Isidor,Haiti,Haiti,FW,FW,25,Sunderland,3,2,186.0,1.0,0.0,5.0,2.0,1.0,1.0,0.4838709677419355,0.0,2.4193548387096775,0.967741935483871,0.4838709677419355,0.4838709677419355,0.4838709677419355,25.63736948729936,1.0
Abduvohid Nematov,Uzbekistan,Uzbekistan,GK,GK,25,Unknown Club,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.412541254125408,
Elliot Anderson,England,England,MF,MF,23,Nottingham,8,7,632.0,0.0,1.0,7.0,1.0,8.0,18.0,0.0,0.14240506329113925,0.9968354430379747,0.14240506329113925,1.139240506329114,2.5632911392405062,0.14240506329113925,25.394472753443587,0.0
Mohamed Hany,Egypt,Egypt,DF,DF,30,Unknown Club,5,5,480.0,0.0,1.0,4.0,0.0,6.0,9.0,0.0,0.1875,0.75,0.0,1.125,1.6875,0.1875,25.353583916083917,0.0
Krépin Diatta,Senegal,Senegal,DF,DF,27,Monaco,4,4,390.0,0.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,0.23076923076923078,0.0,0.6923076923076923,2.3076923076923075,0.0,25.30831988524296,0.0
Marcus Rashford,England,England,MF,MF,28,Barcelona,6,3,223.0,1.0,1.0,12.0,5.0,0.0,2.0,0.40358744394618834,0.40358744394618834,4.843049327354261,2.0179372197309418,0.0,0.8071748878923767,0.8071748878923767,25.156250781128925,1.0
Lee Gi-hyuk,Korea Republic,Korea Republic,DF,DF,25,Gangwon FC,3,3,270.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,1.6666666666666665,1.3333333333333335,0.0,25.056591556591556,0.0
Facundo Medina,Argentina,Argentina,DF,DF,27,Marseille,5,3,308.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.29220779220779225,0.0,0.0,0.5844155844155845,2.0454545454545454,0.29220779220779225,24.918944691671964,0.0
Deveron Fonville,Curaçao,Curaçao,DF,DF,23,NEC Nijmegen,3,3,241.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.8672199170124482,1.120331950207469,0.0,24.89902213968604,0.0
Nathan Ngoy,Belgium,Belgium,DF,DF,23,Lille,4,4,335.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.26865671641791045,0.0,1.8805970149253732,1.0746268656716418,0.0,24.6209163970358,0.0
Frenkie de Jong,Netherlands,Netherlands,MF,MF,29,Barcelona,4,4,328.0,0.0,0.0,1.0,0.0,8.0,7.0,0.0,0.0,0.27439024390243905,0.0,2.1951219512195124,1.9207317073170733,0.0,24.57146512024561,0.0
Dan Ndoye,Switzerland,Switzerland,"MF,FW",MF,25,Nottingham,6,5,406.0,2.0,0.0,16.0,8.0,4.0,5.0,0.4433497536945813,0.0,3.5467980295566504,1.7733990147783252,0.8866995073891626,1.1083743842364533,0.4433497536945813,24.432698735547316,1.0
Désiré Doué,France,France,MF,MF,21,PSG,8,4,400.0,1.0,1.0,13.0,8.0,2.0,6.0,0.225,0.225,2.9250000000000003,1.8,0.45,1.3499999999999999,0.45,24.4001798925712,1.0
João Cancelo,Portugal,Portugal,DF,DF,32,Barcelona,5,5,312.0,0.0,1.0,3.0,0.0,5.0,4.0,0.0,0.28846153846153844,0.8653846153846154,0.0,1.442307692307692,1.1538461538461537,0.28846153846153844,24.375896539358077,3.0
Noor Al Rawabdeh,Jordan,Jordan,MF,MF,29,Unknown Club,3,3,270.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666667,2.3333333333333335,0.33333333333333337,24.304325304325307,0.0
Martin Ødegaard,Norway,Norway,MF,MF,27,Arsenal,5,5,470.0,0.0,4.0,9.0,3.0,3.0,4.0,0.0,0.7659574468085106,1.7234042553191489,0.5744680851063829,0.5744680851063829,0.7659574468085106,0.7659574468085106,24.254837207196136,3.0
Nicolás Otamendi,Argentina,Argentina,DF,DF,38,Benfica,7,1,247.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.3643724696356275,0.0,2.1862348178137654,0.728744939271255,0.0,24.200050961184566,0.0
Kaishū Sano,Japan,Japan,MF,MF,25,Mainz 05,3,3,270.0,1.0,1.0,1.0,1.0,4.0,2.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.3333333333333335,0.6666666666666667,0.6666666666666667,24.145667000739472,2.0
Abdulelah Al-Amri,Saudi Arabia,Saudi Arabia,DF,DF,29,Unknown Club,3,3,239.0,1.0,0.0,4.0,2.0,4.0,2.0,0.37656903765690375,0.0,1.506276150627615,0.7531380753138075,1.506276150627615,0.7531380753138075,0.37656903765690375,24.110319975337255,2.0
Michal Sadílek,Czechia,Czech Republic,MF,MF,27,Slavia Prague,3,2,183.0,1.0,0.0,7.0,3.0,2.0,2.0,0.4918032786885246,0.0,3.4426229508196724,1.4754098360655739,0.9836065573770492,0.9836065573770492,0.4918032786885246,23.95949184259947,1.0
Daniel Muñoz,Colombia,Colombia,DF,DF,30,Crystal Palace,5,4,394.0,2.0,0.0,3.0,2.0,7.0,3.0,0.45685279187817257,0.0,0.6852791878172589,0.45685279187817257,1.598984771573604,0.6852791878172589,0.45685279187817257,23.894431728795002,0.0
Rodrigo Bentancur,Uruguay,Uruguay,MF,MF,28,Tottenham,3,3,270.0,0.0,0.0,4.0,0.0,7.0,5.0,0.0,0.0,1.3333333333333335,0.0,2.3333333333333335,1.6666666666666665,0.0,23.842916342916343,0.0
Amar Dedić,Bosnia–Herz,Bosnia and Herzegovina,DF,DF,23,Benfica,3,3,270.0,0.0,0.0,2.0,1.0,1.0,7.0,0.0,0.0,0.6666666666666667,0.33333333333333337,0.33333333333333337,2.3333333333333335,0.0,23.68831571005484,0.0
Milad Mohammadi,IR Iran,Iran,DF,DF,32,Persepolis,3,2,205.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.43902439024390244,0.43902439024390244,0.8780487804878049,1.7560975609756098,0.0,23.626159630401407,0.0
Hannibal Mejbri,Tunisia,Tunisia,MF,MF,23,Burnley,3,3,270.0,0.0,2.0,3.0,1.0,1.0,4.0,0.0,0.6666666666666667,1.0,0.33333333333333337,0.33333333333333337,1.3333333333333335,0.6666666666666667,23.61605463779377,3.0
Sphephelo Sithole,South Africa,South Africa,MF,MF,27,Tondela,3,3,229.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.965065502183406,1.965065502183406,0.0,23.486884294744556,0.0
Chris Wood,New Zealand,New Zealand,FW,FW,34,Nottingham,3,3,270.0,0.0,2.0,5.0,2.0,0.0,1.0,0.0,0.6666666666666667,1.6666666666666665,0.6666666666666667,0.0,0.33333333333333337,0.6666666666666667,23.38969404186796,3.0
Aaron Wan-Bissaka,Congo DR,Congo DR,DF,DF,28,West Ham,4,4,354.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,1.7796610169491527,1.0169491525423728,0.0,23.299454782505627,0.0
Saman Ghoddos,IR Iran,Iran,MF,MF,32,Unknown Club,3,3,208.0,0.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,1.7307692307692308,0.0,2.1634615384615388,1.7307692307692308,0.0,23.232416621839704,0.0
Lewis Ferguson,Scotland,Scotland,MF,MF,26,Bologna,3,3,270.0,0.0,0.0,2.0,1.0,4.0,7.0,0.0,0.0,0.6666666666666667,0.33333333333333337,1.3333333333333335,2.3333333333333335,0.0,23.12382464556378,0.0
Pico,Cabo Verde,Cape Verde,DF,DF,33,Shamrock,4,4,390.0,0.0,0.0,2.0,0.0,7.0,5.0,0.0,0.0,0.46153846153846156,0.0,1.6153846153846152,1.1538461538461537,0.0,23.10928814774968,0.0
Teboho Mokoena,South Africa,South Africa,MF,MF,29,Sundowns,3,3,270.0,1.0,0.0,4.0,2.0,5.0,3.0,0.33333333333333337,0.0,1.3333333333333335,0.6666666666666667,1.6666666666666665,1.0,0.33333333333333337,23.0266789034905,0.0
Mostafa Ziko,Egypt,Egypt,"FW,MF",MF,29,Unknown Club,5,5,370.0,2.0,1.0,8.0,3.0,2.0,4.0,0.4864864864864865,0.24324324324324326,1.945945945945946,0.7297297297297298,0.4864864864864865,0.972972972972973,0.7297297297297298,22.92854423289206,1.0
Diney,Cabo Verde,Cape Verde,DF,DF,31,Unknown Club,4,4,390.0,0.0,0.0,4.0,2.0,4.0,7.0,0.0,0.0,0.9230769230769231,0.46153846153846156,0.9230769230769231,1.6153846153846152,0.0,22.877205291921005,0.0
Joshua Kimmich,Germany,Germany,DF,DF,31,Bayern Munich,4,4,351.0,0.0,2.0,5.0,1.0,4.0,4.0,0.0,0.5128205128205129,1.2820512820512822,0.25641025641025644,1.0256410256410258,1.0256410256410258,0.5128205128205129,22.809373210711005,3.0
Jorge Sánchez,Mexico,Mexico,DF,DF,28,PAOK,4,4,348.0,0.0,1.0,1.0,1.0,5.0,4.0,0.0,0.25862068965517243,0.25862068965517243,0.25862068965517243,1.293103448275862,1.0344827586206897,0.25862068965517243,22.72256791184827,0.0
Damián Bobadilla,Paraguay,Paraguay,MF,MF,24,São Paulo,4,2,189.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.380952380952381,1.4285714285714284,0.0,22.678247678247676,0.0
Mohannad Abu Taha,Jordan,Jordan,DF,DF,23,Unknown Club,3,3,264.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.34090909090909094,0.0,2.0454545454545454,0.6818181818181819,0.0,22.641714346259796,0.0
Ivan Perišić,Croatia,Croatia,"MF,DF",DF,37,PSV,4,4,360.0,1.0,1.0,2.0,2.0,4.0,4.0,0.25,0.25,0.5,0.5,1.0,1.0,0.5,22.587770120378817,3.0
Jhon Arias,Colombia,Colombia,MF,MF,28,Palmeiras,5,5,377.0,1.0,0.0,9.0,4.0,2.0,9.0,0.23872679045092837,0.0,2.1485411140583555,0.9549071618037135,0.47745358090185674,2.1485411140583555,0.23872679045092837,22.572514173252266,0.0
Fredrik Aursnes,Norway,Norway,"MF,DF",DF,30,Benfica,6,3,304.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,0.5921052631578947,0.0,0.29605263157894735,2.3684210526315788,0.0,22.560153662127345,0.0
Nicolas Jackson,Senegal,Senegal,FW,FW,24,Bayern Munich,4,2,234.0,0.0,1.0,7.0,3.0,1.0,2.0,0.0,0.38461538461538464,2.6923076923076925,1.1538461538461537,0.38461538461538464,0.7692307692307693,0.38461538461538464,22.53344481605351,1.0
Brahim Díaz,Morocco,Morocco,MF,MF,26,Real Madrid,6,6,457.0,0.0,4.0,6.0,1.0,4.0,2.0,0.0,0.787746170678337,1.1816192560175054,0.19693654266958424,0.787746170678337,0.3938730853391685,0.787746170678337,22.39094841035665,3.0
Abdukodir Khusanov,Uzbekistan,Uzbekistan,DF,DF,22,Manchester City,3,3,270.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.6666666666666665,1.0,0.0,22.224682724682722,0.0
Enner Valencia,Ecuador,Ecuador,FW,FW,36,Pachuca,4,4,287.0,0.0,0.0,10.0,6.0,0.0,1.0,0.0,0.0,3.1358885017421603,1.8815331010452963,0.0,0.313588850174216,0.0,22.110286320254506,1.0
Gonzalo Plata,Ecuador,Ecuador,FW,FW,25,Flamengo,4,4,360.0,1.0,0.0,8.0,5.0,2.0,5.0,0.25,0.0,2.0,1.25,0.5,1.25,0.25,22.059380032206118,1.0
Armando Obispo,Curaçao,Curaçao,DF,DF,27,PSV,3,3,270.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.33333333333333337,0.0,22.052447552447553,0.0
Guillermo Varela,Uruguay,Uruguay,DF,DF,33,Flamengo,3,3,270.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.6666666666666667,0.0,2.3333333333333335,0.33333333333333337,0.0,22.052447552447553,0.0
Kristoffer Nordfeldt,Sweden,Sweden,GK,GK,36,AIK Stockholm,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.980198019801975,
Thomas Meunier,Belgium,Belgium,DF,DF,34,Lille,3,2,190.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.47368421052631576,0.9473684210526315,0.47368421052631576,0.9473684210526315,0.9473684210526315,0.47368421052631576,21.863852394744843,3.0
Nicolas Raskin,Belgium,Belgium,MF,MF,25,Rangers,6,3,341.0,0.0,2.0,2.0,1.0,2.0,5.0,0.0,0.5278592375366569,0.5278592375366569,0.26392961876832843,0.5278592375366569,1.3196480938416424,0.5278592375366569,21.853472295905043,3.0
Guéla Doué,Côte d'Ivoire,Côte d'Ivoire,DF,DF,23,Strasbourg,4,3,277.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.3249097472924188,0.0,0.9747292418772563,1.6245487364620939,0.0,21.830930802049934,0.0
Gustaf Lagerbielke,Sweden,Sweden,DF,DF,26,Braga,4,4,360.0,0.0,0.0,3.0,1.0,5.0,5.0,0.0,0.0,0.75,0.25,1.25,1.25,0.0,21.755747272051618,0.0
Yasin Ayari,Sweden,Sweden,MF,MF,22,Brighton,4,4,339.0,2.0,0.0,7.0,3.0,3.0,4.0,0.5309734513274336,0.0,1.8584070796460177,0.7964601769911505,0.7964601769911505,1.0619469026548671,0.5309734513274336,21.631583541933676,3.0
Antonee Robinson,United States,United States,"DF,MF",DF,28,Fulham,4,4,348.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1.5517241379310345,1.0344827586206897,0.0,21.570814243228032,0.0
Willian Pacho,Ecuador,Ecuador,DF,DF,24,PSG,4,4,360.0,0.0,0.0,1.0,1.0,8.0,2.0,0.0,0.0,0.25,0.25,2.0,0.5,0.0,21.56198270328705,0.0
Yan Diomandé,Côte d'Ivoire,Côte d'Ivoire,"MF,FW",MF,19,RB Leipzig,4,4,329.0,0.0,1.0,4.0,0.0,4.0,6.0,0.0,0.2735562310030395,1.094224924012158,0.0,1.094224924012158,1.641337386018237,0.2735562310030395,21.504878100622783,3.0
Julián Quiñones,Mexico,Mexico,"FW,MF",MF,29,Al-Qadsiah,5,5,410.0,4.0,1.0,14.0,6.0,0.0,0.0,0.8780487804878049,0.21951219512195122,3.073170731707317,1.3170731707317074,0.0,0.0,1.0975609756097562,21.46270767055497,1.0
Hassan Al Tambakti,Saudi Arabia,Saudi Arabia,DF,DF,27,Al-Hilal,3,3,212.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.2735849056603774,1.2735849056603774,0.0,21.311023881778596,0.0
Anthony Elanga,Sweden,Sweden,"MF,FW",MF,24,Newcastle,4,2,217.0,2.0,0.0,3.0,3.0,2.0,0.0,0.8294930875576036,0.0,1.2442396313364057,1.2442396313364057,0.8294930875576036,0.0,0.8294930875576036,21.28546535278653,1.0
Nizar Al Rashdan,Jordan,Jordan,MF,MF,27,Unknown Club,3,3,255.0,1.0,0.0,2.0,1.0,2.0,5.0,0.3529411764705882,0.0,0.7058823529411764,0.3529411764705882,0.7058823529411764,1.7647058823529411,0.3529411764705882,21.24980674341288,0.0
Lucas Bergvall,Sweden,Sweden,MF,MF,20,Tottenham,4,1,181.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.49723756906077343,0.9944751381215469,0.0,0.9944751381215469,0.9944751381215469,0.49723756906077343,21.16794807402542,3.0
Abdülkerim Bardakcı,Türkiye,Turkey,DF,DF,31,Galatasaray,3,3,265.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,1.0188679245283019,0.33962264150943394,0.6792452830188679,1.6981132075471697,0.0,21.162181542821408,0.0
Rayan,Brazil,Brazil,"FW,MF",MF,19,Bournemouth,4,3,288.0,0.0,1.0,5.0,2.0,3.0,4.0,0.0,0.3125,1.5625,0.625,0.9375,1.25,0.3125,21.033331855342723,3.0
Maxi Araújo,Uruguay,Uruguay,"FW,MF",MF,26,Sporting CP,3,3,250.0,2.0,1.0,4.0,3.0,0.0,0.0,0.72,0.36,1.44,1.08,0.0,0.0,1.08,20.95942028985508,3.0
Abdulla Abdullaev,Uzbekistan,Uzbekistan,DF,DF,28,Unknown Club,2,2,180.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,20.8517871017871,0.0
Josip Šutalo,Croatia,Croatia,DF,DF,26,Ajax,4,4,360.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.25,0.0,1.5,1.0,0.0,20.8517871017871,0.0
Nasser Al-Dawsari,Saudi Arabia,Saudi Arabia,MF,MF,27,Al-Hilal,3,2,207.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.43478260869565216,0.0,1.7391304347826086,1.7391304347826086,0.0,20.7864599168947,0.0
Alexis Mac Allister,Argentina,Argentina,MF,MF,27,Liverpool,8,7,750.0,1.0,1.0,13.0,4.0,9.0,12.0,0.12,0.12,1.5599999999999998,0.48,1.08,1.44,0.24,20.713490084794433,0.0
Mateo Kovačić,Croatia,Croatia,MF,MF,32,Manchester City,4,3,270.0,0.0,1.0,5.0,4.0,2.0,3.0,0.0,0.33333333333333337,1.6666666666666665,1.3333333333333335,0.6666666666666667,1.0,0.33333333333333337,20.6898077767643,3.0
Ró-Ró,Qatar,Qatar,DF,DF,35,Unknown Club,3,3,270.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,1.0,0.33333333333333337,1.0,1.3333333333333335,0.0,20.684171705910835,0.0
Casemiro,Brazil,Brazil,MF,MF,34,Manchester Utd,5,5,379.0,1.0,0.0,4.0,2.0,6.0,5.0,0.23746701846965698,0.0,0.9498680738786279,0.47493403693931396,1.424802110817942,1.187335092348285,0.23746701846965698,20.683526255397318,0.0
Pedri,Spain,Spain,MF,MF,23,Barcelona,8,5,499.0,0.0,0.0,5.0,2.0,10.0,8.0,0.0,0.0,0.9018036072144289,0.3607214428857715,1.8036072144288577,1.442885771543086,0.0,20.57922473100656,0.0
