player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,goals_per90_calc,assists_per90_calc,shots_per90_calc,shots_on_target_per90_calc,interceptions_per90_calc,tackles_won_per90_calc,fouls_per90_calc,crosses_per90_calc,goal_contribution_per90,primary_position,player_cluster
Harry Souttar,Australia,Australia,DF,27,1998,Leicester City,4,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.23,0.23,0.0,0.0,98.0,100.0,98.0,4,0,0.0,0,1.25,3.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.9230769230769231,0.0,1.8461538461538463,0.0,0.0,DF,2
Jackson Irvine,Australia,Australia,MF,33,1993,St Pauli,4,2,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.21,0.4,0.0,0.0,56.0,57.2,102.0,1,2,10.0,0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2107623318385652,0.40358744394618834,0.40358744394618834,0.40358744394618834,1.2107623318385652,0.8071748878923767,0.0,MF,2
Jordy Bos,Australia,Australia,"MF,DF",23,2002,Feyenoord,4,4,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,1.46,0.58,0.0,0.0,77.0,79.0,77.0,2,0,0.0,0,1.25,2.0,3.0,-1.0,-0.29,-1.39,0.0,4.0,4.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.461038961038961,0.5844155844155845,0.8766233766233766,0.8766233766233766,1.168831168831169,2.337662337662338,0.0,DF,2
Lucas Herrington,Australia,Australia,DF,18,2007,Colorado Rapids,2,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,53.8,105.0,2,0,0.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428572,0.4285714285714286,0.8571428571428572,0.0,0.0,DF,2
Nestory Irankunda,Australia,Australia,"FW,MF",20,2006,Watford,4,3,261.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,6.0,2.0,33.3,2.07,0.69,0.17,0.5,65.0,66.9,72.0,0,1,45.0,0,1.25,2.0,1.0,1.0,0.34,1.04,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3448275862068965,0.0,2.0689655172413794,0.689655172413793,0.3448275862068965,0.0,1.379310344827586,0.3448275862068965,0.3448275862068965,MF,2
Paul Okon-Engstler,Australia,Australia,MF,21,2005,Sydney FC,4,2,197.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,50.5,80.0,0,2,19.0,0,1.25,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45685279187817257,0.0,0.0,2.284263959390863,0.9137055837563451,1.3705583756345179,0.9137055837563451,0.45685279187817257,MF,0
David Alaba,Austria,Austria,DF,33,1992,Real Madrid,4,4,275.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,2.0,0.0,0.0,0.65,0.0,0.0,0.0,69.0,76.4,69.0,1,0,0.0,0,1.0,3.0,7.0,-4.0,-1.31,-2.37,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32727272727272727,0.6545454545454545,0.0,1.309090909090909,0.32727272727272727,0.6545454545454545,0.32727272727272727,0.32727272727272727,DF,2
Kevin Danso,Austria,Austria,DF,27,1998,Tottenham,4,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37,0.0,0.0,0.0,60.0,66.9,90.0,2,2,31.0,0,1.0,3.0,6.0,-3.0,-1.12,-1.12,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37344398340248963,0.0,0.0,0.37344398340248963,0.37344398340248963,0.37344398340248963,0.0,DF,2
Konrad Laimer,Austria,Austria,"MF,DF",29,1997,Bayern Munich,4,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,1.0,0.0,0.0,0.25,0.0,0.0,0.0,90.0,100.0,90.0,4,0,0.0,0,1.0,6.0,9.0,-3.0,-0.75,0.0,0.0,6.0,3.0,3.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,1.5,1.5,1.0,0.25,DF,2
Marcel Sabitzer,Austria,Austria,MF,32,1994,Dortmund,4,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,5.0,2.0,40.0,1.25,0.5,0.2,0.5,90.0,100.0,90.0,4,0,0.0,0,1.0,6.0,9.0,-3.0,-0.75,0.0,0.0,2.0,3.0,1.0,31.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.25,0.5,1.5,0.5,0.5,7.75,0.25,MF,3
Michael Gregoritsch,Austria,Austria,FW,32,1994,Augsburg,3,2,188.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.48,1.0,0.0,0.0,0.48,0.0,0.0,0.0,63.0,52.2,72.0,0,1,45.0,1,0.33,2.0,4.0,-2.0,-0.96,-0.43,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4787234042553191,0.4787234042553191,0.0,0.0,0.0,0.4787234042553191,0.0,0.4787234042553191,FW,2
Nicolas Seiwald,Austria,Austria,MF,25,2001,RB Leipzig,4,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.86,0.0,0.0,0.0,79.0,87.5,79.0,3,0,0.0,0,1.0,6.0,7.0,-1.0,-0.29,3.71,0.0,1.0,1.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428572,0.0,1.1428571428571428,1.4285714285714284,0.2857142857142857,0.8571428571428572,0.0,MF,0
Paul Wanner,Austria,Austria,MF,20,2005,PSV,4,2,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38,0.0,0.0,0.0,59.0,65.0,79.0,1,2,39.0,0,1.0,4.0,6.0,-2.0,-0.77,-0.05,0.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.7692307692307693,0.38461538461538464,1.5384615384615385,0.38461538461538464,0.0,MF,2
Philipp Lienhart,Austria,Austria,DF,29,1996,Freiburg,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,90.0,50.0,90.0,2,0,0.0,2,2.0,6.0,4.0,2.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,DF,2
Romano Schmid,Austria,Austria,"MF,FW",26,2000,Werder Bremen,4,4,263.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,2.0,1.0,50.0,0.68,0.34,0.5,1.0,66.0,73.1,66.0,0,0,0.0,0,1.0,3.0,4.0,-1.0,-0.34,1.51,0.0,3.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34220532319391633,0.0,0.6844106463878327,0.34220532319391633,0.0,1.3688212927756653,1.0266159695817492,1.0266159695817492,0.34220532319391633,MF,2
Stefan Posch,Austria,Austria,DF,29,1997,Mainz 05,4,4,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.82,0.0,0.0,0.0,83.0,91.9,83.0,2,0,0.0,0,1.0,6.0,7.0,-1.0,-0.27,5.93,0.0,7.0,3.0,0.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8157099697885197,0.0,2.719033232628399,1.0876132930513596,1.9033232628398793,0.8157099697885197,0.0,DF,0
Xaver Schlager,Austria,Austria,MF,28,1997,RB Leipzig,4,4,238.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.38,1.0,0.0,0.0,0.38,0.0,0.0,0.0,60.0,66.1,60.0,1,0,0.0,0,1.0,2.0,5.0,-3.0,-1.13,-1.13,0.0,6.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37815126050420167,0.37815126050420167,0.0,2.6470588235294117,1.134453781512605,2.26890756302521,0.37815126050420167,0.37815126050420167,MF,0
Arthur Theate,Belgium,Belgium,DF,26,2000,Frankfurt,3,2,228.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.97,0.39,0.0,0.0,76.0,40.0,105.0,2,1,18.0,3,2.33,8.0,3.0,5.0,1.97,1.45,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9736842105263157,0.39473684210526316,1.1842105263157894,0.0,0.39473684210526316,0.0,0.0,DF,2
Brandon Mechele,Belgium,Belgium,DF,33,1993,Club Brugge,6,6,570.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,0.79,0.16,0.0,0.0,95.0,100.0,95.0,6,0,0.0,0,1.83,14.0,7.0,7.0,1.11,0.0,0.0,9.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.15789473684210525,0.631578947368421,0.631578947368421,1.4210526315789473,0.0,0.0,DF,2
Charles De Ketelaere,Belgium,Belgium,"FW,MF",25,2001,Atalanta,5,5,350.0,3.9,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.77,0.26,1.03,0.77,1.03,6.0,5.0,83.3,1.54,1.29,0.5,0.6,70.0,61.4,70.0,1,0,0.0,1,2.0,8.0,6.0,2.0,0.51,-1.53,0.0,2.0,3.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7714285714285715,0.2571428571428571,1.542857142857143,1.2857142857142856,1.2857142857142856,1.0285714285714285,0.5142857142857142,0.7714285714285715,1.0285714285714285,MF,1
Hans Vanaken,Belgium,Belgium,MF,33,1992,Club Brugge,6,3,319.0,3.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.28,0.56,0.85,0.28,0.85,5.0,1.0,20.0,1.41,0.28,0.2,1.0,53.0,56.0,70.0,1,3,36.0,0,1.83,9.0,5.0,4.0,1.13,0.05,0.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28213166144200624,0.5642633228840125,1.4106583072100312,0.28213166144200624,0.28213166144200624,0.28213166144200624,0.0,0.5642633228840125,0.8463949843260188,MF,3
Jeremy Doku,Belgium,Belgium,MF,24,2002,Manchester City,5,4,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,0.87,0.29,0.0,0.0,62.0,54.2,71.0,1,1,24.0,0,2.0,5.0,5.0,0.0,0.0,-2.41,0.0,4.0,18.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8737864077669902,0.29126213592233013,0.8737864077669902,0.29126213592233013,1.1650485436893205,1.7475728155339805,0.0,MF,2
Kevin De Bruyne,Belgium,Belgium,MF,34,1991,Napoli,5,5,382.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.24,0.0,0.24,0.24,0.24,20.0,5.0,25.0,4.71,1.18,0.05,0.2,76.0,67.0,76.0,0,0,0.0,1,1.6,5.0,4.0,1.0,0.24,-2.64,0.0,2.0,4.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23560209424083772,0.0,4.712041884816754,1.1780104712041886,0.0,0.47120418848167545,0.47120418848167545,4.947643979057592,0.23560209424083772,MF,1
Leandro Trossard,Belgium,Belgium,"MF,FW",31,1994,Arsenal,6,6,506.0,5.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.36,0.36,0.71,0.36,0.71,17.0,3.0,17.6,3.02,0.53,0.12,0.67,84.0,88.8,84.0,2,0,0.0,0,1.83,10.0,5.0,5.0,0.89,-1.92,0.0,4.0,8.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3557312252964427,0.3557312252964427,3.0237154150197627,0.533596837944664,0.7114624505928854,0.17786561264822134,0.7114624505928854,1.2450592885375493,0.7114624505928854,MF,1
Maxim De Cuyper,Belgium,Belgium,DF,25,2000,Brighton,6,5,442.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,60.0,2.04,1.22,0.0,0.0,74.0,77.5,81.0,3,1,35.0,0,1.83,11.0,5.0,6.0,1.22,0.52,0.0,7.0,2.0,0.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0361990950226243,1.2217194570135748,1.2217194570135748,0.40723981900452494,1.425339366515837,2.4434389140271495,0.0,DF,2
Nathan Ngoy,Belgium,Belgium,DF,23,2003,Lille,4,4,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,0.0,0.0,0.0,84.0,58.8,84.0,3,0,0.0,1,1.25,6.0,4.0,2.0,0.54,-1.38,0.0,6.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26865671641791045,0.0,1.8805970149253732,1.0746268656716418,1.6119402985074627,0.0,0.0,DF,0
Nicolas Raskin,Belgium,Belgium,MF,25,2001,Rangers,6,3,341.0,3.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,2.0,1.0,50.0,0.53,0.26,0.0,0.0,57.0,59.8,78.0,1,3,35.0,0,1.83,10.0,3.0,7.0,1.85,1.85,0.0,12.0,3.0,0.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5278592375366569,0.5278592375366569,0.26392961876832843,0.5278592375366569,1.3196480938416424,3.1671554252199416,1.847507331378299,0.5278592375366569,MF,3
Romelu Lukaku,Belgium,Belgium,FW,33,1993,Napoli,6,1,233.0,2.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.16,0.39,1.55,1.16,1.55,6.0,3.0,50.0,2.32,1.16,0.5,1.0,39.0,40.9,72.0,0,5,32.0,0,1.83,6.0,2.0,4.0,1.55,0.74,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1587982832618027,0.38626609442060084,2.3175965665236054,1.1587982832618027,0.0,0.0,0.7725321888412017,0.0,1.5450643776824036,FW,1
Thomas Meunier,Belgium,Belgium,DF,34,1991,Lille,3,2,190.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.47,2.0,1.0,50.0,0.95,0.47,0.0,0.0,63.0,33.3,74.0,1,1,43.0,3,1.67,4.0,1.0,3.0,1.42,0.47,0.0,9.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.9473684210526315,0.47368421052631576,0.9473684210526315,0.9473684210526315,4.2631578947368425,3.31578947368421,0.47368421052631576,DF,3
Timothy Castagne,Belgium,Belgium,DF,30,1995,Fulham,6,5,478.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,3.0,1.0,33.3,0.56,0.19,0.0,0.0,80.0,83.9,89.0,4,1,33.0,0,1.83,13.0,7.0,6.0,1.13,0.15,0.0,7.0,2.0,0.0,20.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18828451882845187,0.5648535564853556,0.18828451882845187,1.506276150627615,1.3179916317991631,1.3179916317991631,3.7656903765690375,0.18828451882845187,DF,0
Youri Tielemans,Belgium,Belgium,MF,29,1997,Aston Villa,5,5,474.0,5.3,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.38,0.0,0.38,0.19,0.19,11.0,3.0,27.3,2.09,0.57,0.09,0.33,95.0,83.2,95.0,4,0,0.0,0,2.2,11.0,5.0,6.0,1.14,0.2,0.0,7.0,10.0,1.0,15.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37974683544303794,0.0,2.088607594936709,0.569620253164557,0.37974683544303794,1.139240506329114,1.3291139240506329,2.848101265822785,0.37974683544303794,MF,3
Amar Dedić,Bosnia–Herz,Bosnia and Herzegovina,DF,23,2002,Benfica,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.67,0.33,0.0,0.0,90.0,75.0,90.0,3,0,0.0,1,0.33,2.0,7.0,-5.0,-1.67,-3.67,0.0,6.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.33333333333333337,0.33333333333333337,2.3333333333333335,2.0,0.0,0.0,DF,0
Amar Memić,Bosnia–Herz,Bosnia and Herzegovina,MF,25,2001,Viktoria Plzeň,4,2,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.21,0.4,0.0,0.0,56.0,62.2,82.0,1,2,31.0,0,1.0,3.0,5.0,-2.0,-0.8,-0.14,0.0,4.0,3.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2053571428571428,0.40178571428571425,0.8035714285714285,0.8035714285714285,1.607142857142857,2.0089285714285716,0.0,MF,2
Benjamin Tahirovic,Bosnia–Herz,Bosnia and Herzegovina,MF,23,2003,Brøndby,4,2,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38,0.0,0.0,0.0,59.0,65.8,76.0,1,2,43.0,0,1.0,2.0,2.0,0.0,0.0,2.2,0.0,3.0,2.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37974683544303794,0.0,1.5189873417721518,1.5189873417721518,1.139240506329114,0.7594936708860759,0.0,MF,0
Ermedin Demirović,Bosnia–Herz,Bosnia and Herzegovina,FW,28,1998,Stuttgart,4,4,354.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.02,1.02,0.0,0.0,89.0,98.3,89.0,3,0,0.0,0,1.0,4.0,6.0,-2.0,-0.51,14.49,0.0,11.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0169491525423728,1.0169491525423728,0.2542372881355932,0.2542372881355932,2.7966101694915255,0.0,0.0,FW,2
Esmir Bajraktarevic,Bosnia–Herz,Bosnia and Herzegovina,MF,21,2005,PSV,4,2,230.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,1.17,0.78,0.0,0.0,58.0,63.9,82.0,1,2,34.0,0,1.0,5.0,6.0,-1.0,-0.39,0.99,0.0,1.0,2.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1739130434782608,0.782608695652174,1.1739130434782608,0.0,0.391304347826087,3.130434782608696,0.0,MF,2
Ivan Šunjić,Bosnia–Herz,Bosnia and Herzegovina,MF,29,1996,Unknown Club,4,3,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.46,0.46,0.0,0.0,49.0,54.4,60.0,0,1,17.0,0,1.0,2.0,5.0,-3.0,-1.38,-1.38,0.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4591836734693877,0.4591836734693877,0.0,1.3775510204081631,3.214285714285714,0.4591836734693877,0.0,MF,2
Kerim Alajbegović,Bosnia–Herz,Bosnia and Herzegovina,MF,18,2007,RB Salzburg,4,3,277.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,4.0,1.0,25.0,1.3,0.32,0.25,1.0,69.0,76.9,87.0,1,1,17.0,0,1.0,3.0,7.0,-4.0,-1.3,-2.38,0.0,4.0,6.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3249097472924188,0.0,1.2996389891696751,0.3249097472924188,0.6498194945848376,0.0,1.2996389891696751,4.873646209386282,0.3249097472924188,MF,3
